id,title,averageRating,author,language
9296,Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung,4.09,"Alice  Miller, Ruth Ward",en-GB
9297,One Flew Over the Cuckoo's Nest (script),4.28,Dale Wasserman,
9298,The Case of Charles Dexter Ward,4.2,H.P. Lovecraft,eng
9299,Soon I Will Be Invincible,3.68,Austin Grossman,eng
9300,Paint It Black,3.47,Janet Fitch,eng
9301,Ever After,4.31,Karen Kingsbury,en-US
9302,Last Orders,3.68,Graham Swift,
9303,Mythologies,4.11,"Roland Barthes, Annette Lavers",eng
9304,Περὶ ποιητικῆς,3.81,"Aristotle, Malcolm Heath",eng
9305,Wife 22,3.51,Melanie Gideon,
9306,,3.79,Colleen Oakley,
9307,Travel Team,4.06,Mike Lupica,
9308,"The Dark Is Rising Sequence (The Dark Is Rising, #1-5)",4.29,Susan Cooper,eng
9309,,3.59,Margot Livesey,eng
9310,Saint,4.04,Ted Dekker,en-US
9311,Grundlegung zur Metaphysik der Sitten,3.78,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",eng
9312,Crimson Shore,4,"Douglas Preston, Lincoln Child",eng
9313,More Than Human,3.98,Theodore Sturgeon,eng
9314,Burn,3.88,"James Patterson, Michael Ledwidge",eng
9315,,3.81,Donna Russo Morin,en-US
9316,The Healer,4.4,Dee Henderson,eng
9317,Islands in the Stream,3.86,Ernest Hemingway,
9318,The Guardian,4.4,Dee Henderson,eng
9319,桜蘭高校ホスト部 15,4.54,Bisco Hatori,eng
9320,Naiv.Super.,3.89,"Erlend Loe, Tor Ketil Solberg",eng
9321,キスよりも早く1,4.23,"Meca Tanaka, 田中メカ",jpn
9322,"The Noticer: Sometimes, all a person needs is a little perspective.",4.17,Andy Andrews,eng
9323,Under The Net,3.76,Iris Murdoch,eng
9324,Capital,3.68,John Lanchester,
9325,Lenobia's Vow,4.16,"P.C. Cast, Kristin Cast",en-US
9326,,4.05,Elle Kennedy,eng
9327,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)",4.29,Eoin Colfer,en-US
9328,,3.74,Shana Norris,eng
9329,The Lewis Man,4.2,Peter  May,eng
9330,The Elves of Cintra ,4.09,Terry Brooks,eng
9331,Priestess of the White,3.84,Trudi Canavan,eng
9332,,4.15,Jessica Sorensen,eng
9333,The Gemini Contenders,3.87,Robert Ludlum,eng
9334,"The Field of Swords (Emperor, #3)",4.26,Conn Iggulden,en-US
9335,Abandon,3.74,Blake Crouch,en-US
9336,Final Jeopardy,3.9,Linda Fairstein,en-US
9337,April 1865: The Month That Saved America (P.S.),4.15,Jay Winik,
9338,The Haunted,4.15,Jessica Verday,en-CA
9339,,4.38,Dee Henderson,eng
9340,Tell Me Three Things,4.1,Julie Buxbaum,eng
9341,"The It Girl (It Girl, Book 1)",3.66,Cecily von Ziegesar,eng
9342,Single White Vampire,4.16,Lynsay Sands,eng
9343,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",4.37,Robert Jordan,
9344,Social Intelligence: The New Science of Human Relationships,3.97,Daniel Goleman,
9345,,4.4,"HaveYouSeenThisGirL, Jan Irene Villar",fil
9346,Call Me Irresistible,4.07,Susan Elizabeth Phillips,eng
9347,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,3.93,Robin S. Sharma,eng
9348,Promise Not to Tell,3.62,Jennifer McMahon,eng
9349,A Modern Witch,3.73,Debora Geary,eng
9350,The Traveler's Gift: Seven Decisions that Determine Personal Success,4.1,Andy Andrews,eng
9351,Shine Not Burn,4.07,Elle Casey,eng
9352,Double Identity,4.01,Margaret Peterson Haddix,
9353,,3.94,"Si Robertson, Mark Schlabach",eng
9354,Darth Paper Strikes Back,4.12,Tom Angleberger,eng
9355,The Girl in the Steel Corset,3.81,Kady Cross,eng
9356,Gut gegen Nordwind,3.88,Daniel Glattauer,ger
9357,My Brother Sam Is Dead,3.39,"James Lincoln Collier, Christopher Collier",eng
9358,Dream Man,4.04,Linda Howard,eng
9359,Rubicon: The Last Years of the Roman Republic,4.17,Tom Holland,eng
9360,"The Green Mile, Part 6: Coffey on the Mile",4.55,Stephen King,eng
9361,,3.62,Laurie Halse Anderson,en-US
9362,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",3.92,Molly Harper,en-US
9363,Belinda,3.6,"Anne Rice, Anne Rampling",en-US
9364,When Beauty Tamed the Beast,4.06,Eloisa James,eng
9365,Miles to Go,4.27,Richard Paul Evans,
9366,The Gift,4.17,Julie Garwood,eng
9367,My Friend Dahmer,3.88,Derf Backderf,eng
9368,The Lion's Lady,4.16,Julie Garwood,eng
9369,,3.58,Mary Kay Andrews,
9370,Heart on a Chain,4.04,Cindy C. Bennett,en-GB
9371,The Legend of Luke,3.99,Brian Jacques,
9372,The Sheep-Pig,4.05,"Dick King-Smith, Maggie Kneen",eng
9373,Wishin' and Hopin': A Christmas Story,3.52,Wally Lamb,eng
9374,Dream Team,4.16,Jack McCallum,eng
9375,Influencer: The Power to Change Anything,3.98,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",en-GB
9376,The Hand of Oberon - The Courts of Chaos ,4.19,Roger Zelazny,eng
9377,No Place to Run,4.29,Maya Banks,eng
9378,"The Dragonslayer (Bone, #4)",4.33,"Jeff Smith, Steve Hamaker",eng
9379,Eat to Live,4.12,Joel Fuhrman,
9380,A Week to Be Wicked,4.12,Tessa Dare,eng
9381,,4.21,Ann M. Martin,eng
9382,Claimed By Shadow,3.98,Karen Chance,en-US
9383,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",3.95,"Susan S. Adler, Renée Graef, Nancy Niles",eng
9384,The Secret Scripture,3.75,Sebastian Barry,eng
9385,Batwoman: Elegy,4.16,"Greg Rucka, J.H. Williams III, Rachel Maddow",eng
9386,When the Emperor Was Divine,3.7,Julie Otsuka,eng
9387,Foreplay,3.94,Sophie Jordan,eng
9388,Night Prey,4.14,John Sandford,eng
9389,Clouds of Witness,4.04,Dorothy L. Sayers,eng
9390,Body Movers ,3.84,Stephanie Bond,eng
9391,"The Nasty Bits: Collected Varietal Cuts, Useable Trim, Scraps, and Bones",3.75,Anthony Bourdain,
9392,Lincoln in the Bardo,3.93,George Saunders,eng
9393,Zero History,3.93,William Gibson,eng
9394,Sophie & Carter,3.83,Chelsea Fine,eng
9395,Small Steps,3.69,Louis Sachar,eng
9396,The Wicked Girls,3.48,Alex Marwood,eng
9397,Agents of Light and Darkness,4,Simon R. Green,eng
9398,Stand on Zanzibar,3.96,John Brunner,eng
9399,Homer's Odyssey ,4.18,Gwen Cooper,en-US
9400,Sad Cypress,3.83,Agatha Christie,eng
9401,Avatar: Last Airbender v. 1 (Avatar (Graphic Novels)),4.52,"Michael Dante DiMartino, Bryan Konietzko",eng
9402,Five Go to Smuggler's Top,4.03,Enid Blyton,eng
9403,Indemnity Only,3.89,Sara Paretsky,eng
9404,Five Run Away Together,4.03,Enid Blyton,en-US
9405,The Promise,3.93,Danielle Steel,en-US
9406,A Redbird Christmas,3.86,Fannie Flagg,eng
9407,The Haj,3.99,Leon Uris,eng
9408,The Darkest Road,4.18,Guy Gavriel Kay,eng
9409,Summer of My German Soldier,3.66,Bette Greene,
9410,Rogues,3.86,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",eng
9411,,3.97,Jodi Daynard,eng
9412,Bound by Honor,4.14,Cora Reilly,eng
9413,,4.14,Tijan,eng
9414,Deeper than Midnight,4.29,Lara Adrian,en-US
9415,Mercy Blade,4.21,Faith Hunter,eng
9416,I Do (But I Don't),3.66,Cara Lockwood,
9417,Skippyjon Jones in Mummy Trouble (Skippyjon Jones),4.25,Judy Schachner,en-US
9418,Daily Rituals: How Artists Work,3.66,Mason Currey,eng
9419,The Boy Who Came Back from Heaven,3.89,"Kevin Malarkey, Alex Malarkey",eng
9420,,4.19,Kitty French,eng
9421,An Incomplete Revenge,4.09,Jacqueline Winspear,en-GB
9422,The Night Sister,3.67,Jennifer McMahon,eng
9423,,3.97,Sarra Manning,eng
9424,Tales from Earthsea,4,Ursula K. Le Guin,eng
9425,El ruido de las cosas al caer,3.74,"Juan Gabriel Vásquez, Anne McLean",eng
9426,,3.77,Ruth Cardello,eng
9427,Ashley Bell,3.59,Dean Koontz,eng
9428,Johnny Mnemonic,3.75,"William Gibson, Terry Bisson",en-US
9429,Rogue Squadron,4.02,Michael A. Stackpole,en-GB
9430,Fine Things,3.92,Danielle Steel,
9431,The Chase,3.92,Clive Cussler,en-US
9432,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,4.14,"Neil Postman, Andrew Postman",eng
9433,"Nerilka's Story (Pern: Dragonriders of Pern, #5)",3.78,Anne McCaffrey,eng
9434,King of Foxes,3.95,Raymond E. Feist,
9435,Hairy Maclary from Donaldson's Dairy,4.28,Lynley Dodd,eng
9436,Wonderful Tonight: An Autobiography,3.65,"Pattie Boyd, Penny Junor",en-US
9437,The Obituary Writer,3.7,Ann Hood,eng
9438,Tunnels,3.57,"Roderick Gordon, Brian  Williams",en-CA
9439,The Beatles: The Biography,4.13,Bob Spitz,en-US
9440,Lie Down With Lions,3.78,Ken Follett,
9441,Hulk: Planet Hulk,4.23,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",eng
9442,Elizabeth: The Struggle for the Throne,4.06,David Starkey,
9443,"Rumors of War (Children of the Promise, Vol 1)",4.25,Dean Hughes,en-US
9444,Journal 64,4.04,Jussi Adler-Olsen,dan
9445,بضع ساعات في يوم ما,3.14,محمد صادق,ara
9446,The Single Girl's To-Do List,3.94,Lindsey Kelk,eng
9447,Rama Revealed: The Ultimate Encounter,3.72,"Arthur C. Clarke, Gentry Lee",eng
9448,The Redhead Revealed,4.2,Alice Clayton,eng
9449,Skin,3.8,Ted Dekker,
9450,Clariel: The Lost Abhorsen,3.79,Garth Nix,eng
9451,Death at La Fenice,3.81,Donna Leon,en-US
9452,The Big Nowhere,4.11,James Ellroy,eng
9453,In This Mountain (Mitford),4.32,Jan Karon,
9454,Code to Zero,3.64,Ken Follett,
9455,The Old Curiosity Shop,3.75,"Charles Dickens, Norman Page",
9456,Dibs in Search of Self: Personality Development in Play Therapy,4.13,Virginia M. Axline,en-US
9457,フルーツバスケット 14,4.46,"Natsuki Takaya, Alethea Nibley, Athena Nibley",en-US
9458,"Hawkeye, Volume 2: Little Hits",4.27,"Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",eng
9459,Hands of Light: A Guide to Healing Through the Human Energy Field,4.27,"Barbara Ann Brennan, Jos. A. Smith",
9460,Příliš hlučná samota,4.17,Bohumil Hrabal,eng
9461,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",4.28,"Lemony Snicket, Brett Helquist",en-GB
9462,,3.5,Shannon Hale,en-US
9463,Pebble in the Sky,3.85,Isaac Asimov,eng
9464,Too Good To Be True,3.9,Kristan Higgins,eng
9465,"Ultimate Spider-Man, Volume 1: Power and Responsibility",4.06,"Brian Michael Bendis, Mark Bagley",eng
9466,,4.32,Shelly Crane,eng
9467,,4.03,M. Pierce,eng
9468,Mortal Prey,4.2,John Sandford,en-US
9469,"One, Two, Buckle My Shoe",3.74,"Agatha Christie, Hugh Fraser",eng
9470,Gemina,4.56,"Amie Kaufman, Jay Kristoff, Marie Lu",eng
9471,Staying Fat for Sarah Byrnes,3.94,Chris Crutcher,en-US
9472,Lorna Doone: A Romance of Exmoor,3.71,"R.D. Blackmore, Michelle Allen",eng
9473,Maktub,3.41,Paulo Coelho,spa
9474,"Head Over Heels (Lucky Harbor, #3)",4.16,Jill Shalvis,eng
9475,Adam,3.93,Ted Dekker,eng
9476,The Clocks,3.71,"Agatha Christie, Robin Bailey",eng
9477,The one I left behind,3.76,Jennifer McMahon,en-US
9478,Tao of Pooh and Te of Piglet Boxed Set,4.15,Benjamin Hoff,eng
9479,Manga Classics: Les Misérables,4.1,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",eng
9480,The Orc King,4.11,R.A. Salvatore,en-US
9481,The Dolphins of Pern,3.94,Anne McCaffrey,eng
9482,Succulent Wild Woman,4.12,S.A.R.K.,
9483,Any Human Heart,4.26,William  Boyd,en-GB
9484,The Abduction,3.76,John Grisham,eng
9485,"Die Henkerstochter und der König der Bettler (Band 3 aus der Reihe ""Die Henkerstochter-Saga"")",3.95,"Oliver Pötzsch, Lee Chadeayne",eng
9486,,4.41,E.L. James,en-GB
9487,La Carte et le territoire,3.93,Michel Houellebecq,fre
9488,Festive in Death,4.26,J.D. Robb,eng
9489,Rainbow Boys,3.85,Alex   Sanchez,eng
9490,The Penderwicks on Gardam Street,4.23,Jeanne Birdsall,
9491,A Bite to Remember,4.23,Lynsay Sands,eng
9492,Paganinikontraktet,3.78,"Lars Kepler, Laura A. Wideburg",en-US
9493,The Reef,3.89,Nora Roberts,en-US
9494,They Do it with Mirrors,3.74,Agatha Christie,eng
9495,5 Very Good Reasons to Punch a Dolphin in the Mouth (and Other Useful Guides),4.11,Matthew Inman,eng
9496,Just a Mess (Look-Look),4.23,Mercer Mayer,eng
9497,See Jane Date,3.49,Melissa Senate,
9498,The Gods of War,4.29,Conn Iggulden,en-US
9499,Pushing Ice,4.02,Alastair Reynolds,
9500,Heaven,3.91,Alexandra Adornetto,eng
9501,The Last Time We Say Goodbye,4.11,Cynthia Hand,eng
9502,The Secret Art of Dr. Seuss,4.05,"Dr. Seuss, Maurice Sendak, Audrey Geisel",
9503,Christ the Lord: Out of Egypt,3.56,Anne Rice,eng
9504,The Obelisk Gate,4.36,N.K. Jemisin,eng
9505,Reasons To Stay Alive ,4.17,Matt Haig,eng
9506,The Children's Book,3.66,A.S. Byatt,eng
9507,,3.95,Sandra Brown,en-US
9508,The Shadowy Horses,3.92,Susanna Kearsley,eng
9509,Joey Pigza Swallowed the Key (Joey Pigza Books),3.74,Jack Gantos,eng
9510,Among the Mad,4.1,"Jacqueline Winspear, Orlagh Cassidy",eng
9511,,3.41,Jane Green,eng
9512,شكلها باظت,3.52,عمر طاهر,ara
9513,Olivia Joules And The Overactive Imagination,3.1,Helen Fielding,en-US
9514,Unfamiliar Fishes,3.6,Sarah Vowell,
9515,Johannes Cabal the Necromancer,3.94,Jonathan L. Howard,eng
9516,The Way the Crow Flies,4.08,Ann-Marie MacDonald,en-US
9517,イン ザ・ミソスープ,3.61,"Ryū Murakami, Ralph McCarthy",eng
9518,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",4.32,Timothy J. Keller,eng
9519,Amy & Isabelle,3.73,Elizabeth Strout,
9520,Red Sparrow,4.02,Jason  Matthews,eng
9521,Operation Mincemeat: The True Spy Story That Changed the Course of World War II,3.95,Ben Macintyre,eng
9522,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,4.24,"Dick Winters, Cole C. Kingseed",eng
9523,Beautiful You,2.98,Chuck Palahniuk,eng
9524,The Locket,4.1,Richard Paul Evans,en-US
9525,Shadows Linger,4.15,Glen Cook,en-US
9526,Honor Among Enemies,4.24,David Weber,
9527,Altered,4.04,Jennifer Rush,en-CA
9528,Obsession in Death,4.33,J.D. Robb,eng
9529,,4.19,Dave Ramsey,
9530,Agatha Raisin and the Quiche of Death,3.75,M.C. Beaton,eng
9531,Crush,4.33,Richard Siken,eng
9532,"Marvelous Land of Oz, The",3.82,"L. Frank Baum, David McKee",eng
9533,Reservation Blues,3.98,Sherman Alexie,eng
9534,,4.15,Joel Osteen,
9535,,4.33,Aurora Rose Reynolds,
9536,フルーツバスケット 15,4.45,"Natsuki Takaya, Alethea Nibley, Athena Nibley",en-US
9537,Plenty,4.32,Yotam Ottolenghi,eng
9538,Agent to the stars,3.91,John Scalzi,eng
9539,The First Confessor,4.19,Terry Goodkind,eng
9540,In der Strafkolonie,4,Franz Kafka,eng
9541,The Second Ship,3.73,Richard   Phillips,
9542,The Beet Queen,3.89,Louise Erdrich,en-US
9543,,3.96,E.L. Montes,eng
9544,The Wave,3.54,"Morton Rhue, Todd Strasser",eng
9545,"""...And Ladies of the Club""",4.12,Helen Hooven Santmyer,en-US
9546,Secondhand Souls,3.92,Christopher Moore,eng
9547,The Cinderella Murder ,3.81,"Mary Higgins Clark, Alafair Burke",eng
9548,Vicious,4.25,L.J. Shen,en-US
9549,La vie de Gargantua et de Pantagruel,3.71,"François Rabelais, M.A. Screech",eng
9550,When Will Jesus Bring the Pork Chops?,3.84,George Carlin,en-US
9551,,3.93,Brian Selznick,eng
9552,The Last Werewolf,3.47,Glen Duncan,eng
9553,進撃の巨人 悔いなき選択 1,4.52,"Hajime Isayama, Hikaru Suruga, Gan Sunaaku",eng
9554,What's the Matter with Kansas? How Conservatives Won the Heart of America,3.83,Thomas Frank,en-US
9555,شاب كشك في رحلة البحث عن الجادون,3.66,عمرو سلامة,ara
9556,Kitty Goes to Washington,3.87,Carrie Vaughn,eng
9557,The Carrot Seed,4.07,"Ruth Krauss, Crockett Johnson",
9558,Reasonable Doubt: Volume 3,4.19,Whitney G.,eng
9559,Riding the Bullet,3.6,"Stephen King, Josh Hamilton",eng
9560,"Relentless (The Lost Fleet, #5)",4.05,Jack Campbell,
9561,Нос,3.92,"Nikolai Gogol, Kevin Hawkes",eng
9562,Kitty and the Silver Bullet,3.99,Carrie Vaughn,eng
9563,La Société du Spectacle,4.04,"Guy Debord, Donald Nicholson-Smith",eng
9564,SilverFin,3.8,Charlie Higson,eng
9565,Winter Stroll,3.7,Elin Hilderbrand,
9566,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,4.72,Bill Watterson,eng
9567,Crewel,3.74,Gennifer Albin,eng
9568,Helmet For My Pillow (Military History (Ibooks)),4.13,Robert Leckie,
9569,The Hate U Give,4.62,Angie Thomas,eng
9570,المانيفستو,4.21,مصطفى إبراهيم,ara
9571,,4.24,Drew Karpyshyn,eng
9572,,4,S.H. Kolee,eng
9573,Keep Holding On,3.85,Susane Colasanti,en-US
9574,The Private Patient,3.78,P.D. James,eng
9575,Flag in Exile,4.22,David Weber,eng
9576,The medium is the massage,3.95,"Marshall McLuhan, Quentin Fiore, Jerome Agel",en-US
9577,The Chronicles of Pern: First Fall,4.02,Anne McCaffrey,eng
9578,ベルセルク 1,4.37,"Kentaro Miura, Jason DeAngelis",eng
9579,The Autograph Man,3.14,Zadie Smith,eng
9580,,4.34,Vi Keeland,
9581,"Courageous (Lost Fleet Series, #3)",3.96,Jack Campbell,
9582,Ruby,3.63,Cynthia Bond,
9583,My Soul to Steal,4.13,Rachel Vincent,en-US
9584,On the Way to Wedding,3.83,Julia Quinn,eng
9585,Messenger of Truth,3.99,Jacqueline Winspear,
9586,The Rogue,4.02,Trudi Canavan,eng
9587,The Seven Storey Mountain,4.16,"Thomas Merton, Robert Giroux, William H. Shannon",en-US
9588,The Keep,3.43,Jennifer Egan,eng
9589,Scaredy Squirrel,4.25,Mélanie Watt,eng
9590,Apathy and Other Small Victories,3.83,Paul Neilan,
9591,Gathering Darkness,4.33,"Morgan Rhodes, Michelle Rowen",eng
9592,The Survivors Club,4.05,Lisa Gardner,eng
9593,,4.13,Nalini Singh,eng
9594,,3.58,Jennifer McMahon,en-US
9595,Star Wars: The Force Awakens,3.73,"Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt",eng
9596,Sugar and Spice (L.A. Candy #3),3.54,Lauren Conrad,en-US
9597,Grave Dance,4.11,Kalayna Price,eng
9598, ソウルイーター 2,4.47,Atsushi Ohkubo,eng
9599,Z for Zachariah,3.64,Robert C. O'Brien,eng
9600,Await Your Reply,3.54,Dan Chaon,eng
9601,Superman: Whatever Happened to the Man of Tomorrow?,4.14,"Alan Moore, Curt Swan, George Pérez, Kurt Schaffenberger",eng
9602,Track of the Cat,3.86,Nevada Barr,en-GB
9603,The Mane Event,3.96,Shelly Laurenston,eng
9604,Lawrence in Arabia,4.12,Scott Anderson,eng
9605,Essays and Poems,3.98,"Ralph Waldo Emerson, Peter Norberg",
9606,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,3.89,"Gabriel García Márquez, Gregory Rabassa",
9607,Singularity Sky,3.81,Charles Stross,eng
9608,Henry & Ramona,4.14,Cynthia J. McGean,
9609,The White Rose,4.19,Glen Cook,en-US
9610,"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية",3.57,حسن الجندي,ara
9611,All Fall Down,3.82,Ally Carter,eng
9612,La Chartreuse de Parme,3.83,"Stendhal, Richard Howard, Robert Andrew Parker",eng
9613,Little Mercies,3.99,Heather Gudenkauf,eng
9614,The Faithful Spy,3.97,Alex Berenson,en-US
9615,Snowflake Bentley (Caldecott Medal Book),4.16,"Jacqueline Briggs Martin, Mary Azarian",en-US
9616,The Book of Luke,3.73,Jenny O'Connell,en-US
9617,Fame,4.34,Karen Kingsbury,en-US
9618,To Challenge a Dragon,3.96,G.A. Aiken,eng
9619,Bad Romeo,4.1,Leisa Rayven,eng
9620,,4.19,Elizabeth Bishop,eng
9621,Day After Night,3.65,Anita Diamant,en-US
9622,"High Druid of Shannara, vol. 1: Jarka Ruus",3.96,Terry Brooks,eng
9623,"Look Homeward, Angel",3.94,Thomas Wolfe,eng
9624,Cradle to Cradle: Remaking the Way We Make Things,4.1,"William McDonough, Michael Braungart",en-US
9625,"Healthy Sleep Habits, Happy Child",3.9,Marc Weissbluth,en-US
9626,Transmetropolitan Vol. 4: The New Scum,4.41,"Warren Ellis, Darick Robertson, Rodney Ramos, Keith Akin",eng
9627,The Hand That First Held Mine,3.87,Maggie O'Farrell,eng
9628,The Fourth Estate,3.72,Jeffrey Archer,eng
9629,The Man Who Listens to Horses,4.1,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",en-US
9630,Oblivion,4.07,David Foster Wallace,en-US
9631,The Holy Blood and the Holy Grail,3.47,"Michael Baigent, Richard Leigh, Henry Lincoln",eng
9632,Falling Man,3.2,"Don DeLillo, محمدصادق رئیسی",eng
9633,Endgame: The Calling,3.77,"James Frey, Nils Johnson-Shelton",eng
9634,Annabel,3.78,Lauren Oliver,
9635,Mystery,3.87,Jonathan Kellerman,en-US
9636, The Sea of Trolls,4,Nancy Farmer,eng
9637,Kinesen,3.47,"Henning Mankell, Laurie Thompson",eng
9638,Day 21,3.75,Kass Morgan,eng
9639,Daisy Fay and the Miracle Man,3.94,Fannie Flagg,eng
9640,Against All Enemies,3.95,"Tom Clancy, Peter Telep",eng
9641,The Girl in the Red Coat,3.53,Kate Hamer,eng
9642,Keep the Aspidistra Flying,3.87,George Orwell,eng
9643,The Gate Thief,3.77,Orson Scott Card,en-US
9644,My Lady Jane,4.12,"Cynthia Hand, Brodi Ashton, Jodi Meadows",eng
9645,Time’s Arrow,3.78,Martin Amis,eng
9646,,3.81,Marcia Clark,eng
9647,I Am the Cheese,3.74,Robert Cormier,en-GB
9648,Soul On Ice,3.95,Eldridge Cleaver,en-GB
9649,Ethica: Ordine geometrico demonstrata,4.01,"Baruch Spinoza, Edwin M. Curley, Stuart Hampshire, Edwin Curley",
9650,Nine Parts of Desire: The Hidden World of Islamic Women,4.04,Geraldine Brooks,
9651,You'll Grow Out of It,3.83,Jessi Klein,eng
9652,Truce,4.34,R.L. Mathewson,eng
9653,"The Elvenbane (Halfblood Chronicles, #1)",3.94,"Andre Norton, Mercedes Lackey",eng
9654,El palacio de la medianoche,3.58,"Carlos Ruiz Zafón, Lucia Graves",
9655,Treasure,3.92,Clive Cussler,en-US
9656,"Vampire, Interrupted",4.32,Lynsay Sands,eng
9657,Invisible Prey,4.11,John Sandford,eng
9658,The Prefect,4.15,Alastair Reynolds,eng
9659,Daughter,3.51,Jane Shemilt,en-US
